0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
1310000.0	1110000.0000000002	1800000.0000000002	3090000.0	2890000.0000000005	1480000.0	1760000.0	1430000.0	1720000.0	1460000.0	1510000.0	2670000.0	1890000.0	1620000.0000000002	2160000.0000000005	2390000.0	2400000.0	2320000.0	1040000.0000000001	2600000.0	1670000.0	2310000.0	1930000.0	2000000.0	1300000.0	2660000.0000000005	2440000.0	1380000.0	2190000.0	2260000.0	2570000.0	1340000.0000000002	1680000.0	2340000.0	1380000.0	1760000.0	1260000.0	2230000.0	2140000.0	2190000.0	2700000.0000000005	2030000.0	1340000.0000000002	2490000.0000000005	1320000.0000000002	1950000.0	2600000.0	2230000.0	2790000.0	1880000.0	2650000.0	1240000.0	2400000.0	2860000.0	1660000.0	1810000.0000000002	1780000.0	1290000.0	2410000.0000000005	1600000.0000000002	1630000.0	2060000.0000000002	1240000.0	1590000.0000000002	1340000.0000000002	2220000.0000000005	1380000.0	1740000.0	1510000.0	1690000.0	1830000.0000000002	2700000.0000000005	1840000.0000000002	1680000.0	1720000.0	1640000.0	1640000.0	1240000.0	1050000.0	2890000.0000000005	2210000.0	1770000.0	1890000.0	1830000.0000000002	2710000.0	1990000.0	2009999.9999999998	2110000.0	1690000.0	1280000.0	2580000.0	1960000.0	710000.0	2410000.0000000005	2250000.0	1120000.0000000002	2040000.0000000002	2330000.0	1030000.0000000001	2380000.0
1947368.4210526317	3166666.6666666665	1570175.4385964912	1991228.0701754387	1631578.9473684211	2105263.1578947366	1245614.0350877196	1552631.5789473685	1763157.894736842	2026315.7894736843	1377192.9824561405	1728070.1754385966	1701754.3859649124	2412280.701754386	2640350.8771929825	2096491.2280701755	3552631.5789473685	1877192.9824561405	1517543.859649123	1508771.9298245616	1771929.8245614036	2614035.0877192984	2350877.1929824566	1508771.9298245616	1824561.403508772	2236842.105263158	1429824.5614035088	991228.0701754387	1412280.701754386	2289473.6842105263	1526315.7894736843	2491228.070175439	1824561.403508772	1631578.9473684211	2043859.649122807	1771929.8245614036	1842105.2631578948	1842105.2631578948	2201754.3859649124	929824.5614035088	1929824.5614035088	2078947.3684210528	1815789.4736842108	1877192.9824561405	2175438.5964912283	2000000.0	1649122.807017544	2008771.9298245613	1728070.1754385966	1078947.3684210528	1894736.8421052631	2526315.789473684	2500000.0	1456140.350877193	1614035.0877192982	2412280.701754386	1605263.157894737	2017543.859649123	1377192.9824561405	1114035.0877192982	2052631.5789473688	2771929.8245614036	2096491.2280701755	1464912.2807017544	921052.6315789474	2526315.789473684	1429824.5614035088	1254385.9649122807	947368.4210526316	1631578.9473684211	1456140.350877193	1385964.9122807018	2228070.1754385964	2938596.49122807	2368421.052631579	1701754.3859649124	2982456.1403508773	2763157.8947368423	1614035.0877192982	2473684.210526316	2035087.7192982459	2701754.3859649124	1701754.3859649124	2385964.9122807016	1324561.403508772	2298245.6140350876	973684.2105263158	3280701.754385965	2017543.859649123	1622807.0175438595	1377192.9824561405	2263157.8947368423	1096491.2280701755	2114035.0877192984	1482456.1403508773	719298.2456140352	1429824.5614035088	2745614.035087719	2087719.298245614	1500000.0
2484848.484848485	2613636.3636363638	3121212.121212121	1484848.4848484849	2053030.3030303032	2439393.9393939395	1590909.0909090908	2886363.6363636362	1030303.0303030303	2060606.0606060605	719696.9696969697	2363636.3636363638	2696969.696969697	1500000.0	1780303.0303030303	2530303.0303030303	1469696.9696969697	1121212.121212121	2681818.1818181816	1507575.7575757576	757575.7575757576	1757575.7575757576	2765151.515151515	2090909.0909090908	2287878.787878788	2424242.4242424243	2818181.8181818184	1106060.606060606	3000000.0	2265151.515151515	2848484.8484848486	2340909.090909091	1954545.4545454546	1431818.1818181819	1719696.9696969697	1121212.121212121	1750000.0	2333333.3333333335	2295454.5454545454	1196969.696969697	1250000.0	1189393.9393939395	1636363.6363636365	1613636.3636363635	1022727.2727272727	1886363.6363636365	2106060.606060606	1628787.878787879	1045454.5454545454	2166666.6666666665	1189393.9393939395	1651515.1515151516	1386363.6363636365	969696.9696969697	2333333.3333333335	2143939.393939394	1893939.393939394	2734848.484848485	1500000.0	1022727.2727272727	2287878.787878788	2924242.4242424243	2303030.303030303	1946969.696969697	1439393.9393939395	2689393.9393939395	2818181.8181818184	1401515.1515151516	1659090.9090909092	1939393.9393939395	2303030.303030303	2333333.3333333335	2000000.0	2515151.515151515	1007575.7575757576	2333333.3333333335	1257575.7575757576	1287878.7878787878	1742424.2424242424	1409090.9090909092	2280303.0303030303	2030303.0303030303	1287878.7878787878	2318181.8181818184	1416666.6666666667	2007575.7575757578	780303.0303030303	1515151.5151515151	1840909.0909090908	1401515.1515151516	2530303.0303030303	2159090.909090909	2128787.878787879	2393939.393939394	2015151.5151515151	2772727.272727273	2568181.8181818184	3174242.4242424243	2189393.9393939395	1083333.3333333333
1125827.8145695364	1523178.80794702	1801324.5033112585	1933774.8344370862	1119205.298013245	2119205.298013245	2377483.4437086093	1794701.9867549671	1701986.7549668874	2854304.6357615897	1880794.701986755	2079470.1986754967	1708609.271523179	1880794.701986755	3019867.549668874	1774834.4370860928	2152317.880794702	1231788.0794701988	1364238.4105960266	1046357.6158940397	1973509.9337748345	2470198.675496689	1953642.3841059604	2377483.4437086093	2350993.377483444	2119205.298013245	1701986.7549668874	1589403.9735099338	3052980.132450331	1437086.092715232	1867549.6688741723	2602649.006622517	1099337.7483443709	2086092.7152317883	1953642.3841059604	2271523.178807947	1271523.178807947	1834437.0860927154	1125827.8145695364	2039735.0993377487	1278145.6953642385	1735099.3377483445	1470198.6754966888	2887417.2185430466	1894039.7350993378	1238410.5960264902	894039.7350993378	1298013.2450331126	2026490.0662251657	1456953.6423841058	2211920.529801325	1960264.9006622517	1794701.9867549671	1927152.3178807949	2476821.1920529804	1033112.582781457	1860927.152317881	1410596.0264900664	1602649.0066225166	1443708.6092715233	2125827.8145695366	1721854.3046357615	1629139.0728476823	2145695.3642384107	2258278.1456953646	1788079.4701986755	2000000.0	1582781.4569536427	2125827.8145695366	3225165.562913907	1960264.9006622517	940397.3509933775	986754.9668874172	2026490.0662251657	927152.3178807948	2251655.6291390727	1801324.5033112585	2695364.2384105963	2304635.7615894037	2039735.0993377487	1821192.0529801324	1788079.4701986755	1807947.0198675497	1119205.298013245	2278145.6953642387	2046357.6158940399	1867549.6688741723	2403973.509933775	1490066.225165563	1933774.8344370862	1509933.774834437	2013245.033112583	1642384.105960265	2456953.642384106	3059602.649006623	2384105.960264901	1708609.271523179	2880794.701986755	1397350.9933774834	1211920.5298013245
1718390.8045977012	1931034.4827586208	3603448.2758620693	839080.459770115	2344827.586206896	1632183.9080459771	2408045.9770114943	1126436.7816091955	1793103.4482758623	2787356.3218390807	758620.6896551724	1948275.8620689656	2902298.8505747127	2074712.643678161	3189655.1724137934	1741379.3103448276	2603448.275862069	1477011.4942528736	2028735.6321839083	2890804.5977011495	2867816.091954023	1494252.8735632184	2982758.620689655	1522988.5057471264	1201149.4252873564	1741379.3103448276	2839080.459770115	2413793.103448276	1706896.551724138	2764367.8160919542	1798850.5747126439	1775862.0689655175	890804.5977011494	1890804.5977011495	1729885.0574712644	2666666.6666666665	1896551.7241379311	2442528.735632184	2350574.7126436783	1672413.7931034483	1454022.9885057472	3586206.8965517245	1178160.91954023	2701149.4252873566	1614942.5287356323	2655172.413793104	1798850.5747126439	1109195.4022988507	2459770.114942529	3333333.3333333335	1160919.5402298851	1856321.8390804597	2097701.1494252877	3109195.4022988505	2706896.551724138	2068965.5172413795	2511494.252873563	3425287.356321839	1235632.183908046	1844827.5862068967	1545977.0114942528	1948275.8620689656	2471264.367816092	971264.367816092	1787356.3218390804	1902298.8505747127	2402298.8505747127	1310344.8275862068	1591954.022988506	1752873.5632183908	1247126.4367816094	1327586.206896552	3109195.4022988505	1994252.8735632184	2183908.045977012	2442528.735632184	2488505.747126437	2793103.4482758623	1712643.6781609196	1655172.4137931035	1747126.4367816094	1798850.5747126439	1327586.206896552	908045.9770114943	3005747.1264367816	2591954.0229885057	2074712.643678161	1063218.3908045979	1563218.3908045979	1977011.4942528736	1804597.7011494252	1655172.4137931035	1373563.2183908047	2293103.4482758623	1626436.7816091955	1304597.7011494252	3270114.942528736	2758620.6896551726	1735632.183908046	873563.2183908047
1330000.0000000002	1055000.0	1895000.0	3135000.0	2815000.0	1565000.0	1835000.0	1355000.0	1700000.0	1485000.0000000002	1510000.0	2765000.0000000005	1960000.0	1670000.0	2040000.0000000002	2290000.0	2385000.0	2095000.0000000002	1000000.0	2410000.0000000005	1705000.0000000002	2425000.0	1985000.0000000002	1955000.0000000002	1275000.0	2635000.0	2695000.0	1375000.0	2415000.0	2245000.0	2600000.0	1275000.0	1630000.0	2200000.0000000005	1455000.0000000002	1820000.0000000002	1205000.0000000002	2115000.0000000005	2155000.0	2365000.0000000005	2610000.0	2020000.0	1310000.0	2445000.0	1215000.0000000002	1880000.0	2700000.0000000005	2260000.0	2630000.0	1930000.0	2560000.0	1320000.0000000002	2490000.0000000005	2830000.0	1640000.0	1795000.0	1820000.0000000002	1330000.0000000002	2370000.0	1825000.0	1615000.0	2140000.0	1250000.0	1610000.0000000002	1355000.0	2355000.0	1395000.0	1755000.0	1535000.0	1690000.0	1775000.0	2710000.0	1810000.0000000002	1820000.0000000002	1700000.0	1850000.0000000002	1695000.0000000002	1270000.0	1165000.0	2635000.0	2275000.0	1805000.0	1960000.0	1965000.0000000002	2640000.0000000005	2120000.0	1940000.0	1915000.0000000002	1665000.0	1270000.0	2390000.0	2055000.0000000002	605000.0	2555000.0000000005	2295000.0	1185000.0	1930000.0	2210000.0	1060000.0	2295000.0
1363636.3636363635	1796536.7965367965	1307359.3073593073	1398268.3982683984	2346320.3463203465	2606060.606060606	1216450.2164502165	1307359.3073593073	2025974.025974026	1766233.7662337662	1666666.6666666667	2017316.0173160173	1242424.2424242424	1619047.6190476192	1541125.541125541	3173160.173160173	878787.8787878788	2017316.0173160173	2129870.1298701297	2450216.4502164503	1852813.852813853	2649350.6493506497	2268398.2683982686	1303030.303030303	1424242.4242424243	2389610.3896103897	1354978.354978355	1233766.233766234	1692640.6926406927	1792207.7922077922	2129870.1298701297	1848484.8484848484	1385281.3852813854	1926406.9264069265	1865800.865800866	1294372.2943722946	2316017.316017316	1619047.6190476192	1372294.3722943724	2727272.727272727	1419913.41991342	2337662.337662338	2069264.0692640692	1337662.3376623376	2584415.5844155843	2086580.086580087	1155844.155844156	1632034.632034632	1757575.7575757576	1532467.5324675327	2870129.8701298703	1398268.3982683984	2138528.138528139	1744588.7445887448	2290043.2900432902	982683.9826839828	1419913.41991342	2350649.350649351	1458874.458874459	2454545.4545454546	1965367.9653679656	926406.9264069265	1359307.3593073592	969696.9696969697	1610389.6103896105	1259740.25974026	1701298.7012987013	1060606.0606060605	1220779.2207792208	1536796.536796537	1528138.5281385283	913419.9134199135	2406926.406926407	3584415.5844155843	1878787.878787879	1580086.58008658	1445887.445887446	1995670.995670996	1519480.5194805195	1965367.9653679656	1831168.8311688313	2129870.1298701297	2272727.272727273	1432900.432900433	1645021.6450216451	1506493.5064935067	1363636.3636363635	1515151.5151515151	1554112.5541125543	1891774.8917748919	1857142.8571428573	922077.9220779222	2329004.329004329	1943722.9437229438	1346320.3463203465	1831168.8311688313	1870129.8701298703	1562770.562770563	1562770.562770563	2233766.2337662335
2275471.6981132077	3139622.641509434	3226415.0943396227	1358490.566037736	1211320.7547169812	1456603.7735849055	2588679.245283019	3633962.2641509436	1856603.7735849058	2113207.5471698116	1815094.3396226417	1441509.433962264	1750943.3962264152	2415094.3396226414	1566037.7358490569	2894339.6226415094	1649056.603773585	2000000.0	2113207.5471698116	1698113.2075471699	750943.3962264152	2301886.7924528304	3003773.5849056607	1803773.5849056605	2218867.924528302	2060377.358490566	2694339.6226415094	2320754.7169811325	2135849.0566037735	1705660.3773584906	875471.6981132076	2958490.566037736	2267924.528301887	3196226.4150943398	2347169.8113207547	996226.4150943396	2275471.6981132077	2607547.169811321	2283018.8679245287	1886792.4528301887	1532075.4716981135	2177358.490566038	1750943.3962264152	1279245.283018868	2464150.9433962265	1879245.283018868	1781132.0754716983	1966037.7358490566	1169811.320754717	2701886.7924528304	1286792.4528301887	1513207.5471698116	1324528.3018867925	1732075.4716981133	2369811.320754717	2094339.6226415096	1886792.4528301887	2339622.641509434	1950943.3962264152	1252830.1886792453	1558490.566037736	2977358.490566038	1690566.0377358492	1781132.0754716983	1520754.7169811323	2400000.0	1826415.0943396227	796226.4150943398	1928301.886792453	2022641.5094339624	2464150.9433962265	1343396.2264150942	2532075.4716981133	2973584.9056603773	2984905.6603773586	1988679.245283019	1000000.0	1037735.8490566039	1815094.3396226417	1615094.3396226417	1973584.9056603773	2366037.735849057	1430188.679245283	2452830.1886792453	1324528.3018867925	1467924.5283018867	1233962.2641509434	1264150.9433962265	1384905.6603773586	1943396.2264150945	1916981.1320754718	3392452.8301886795	1139622.641509434	1645283.0188679246	1218867.924528302	2841509.433962264	2886792.452830189	2958490.566037736	2026415.0943396229	1652830.1886792455
1570491.8032786886	2445901.639344262	1819672.131147541	2137704.9180327873	1698360.655737705	832786.8852459016	3386885.2459016396	2245901.6393442624	1832786.8852459018	2252459.0163934426	2380327.8688524594	1809836.0655737706	872131.1475409836	2265573.770491803	1800000.0000000002	2554098.360655738	3180327.8688524594	1629508.1967213114	1019672.131147541	1068852.4590163936	2619672.131147541	1924590.1639344264	2386885.2459016396	3468852.4590163934	2721311.475409836	1436065.5737704919	1809836.0655737706	2540983.606557377	2763934.426229508	2613114.754098361	1803278.6885245903	1459016.393442623	1039344.262295082	1196721.31147541	2216393.4426229508	1740983.606557377	2098360.655737705	2114754.098360656	2390163.9344262294	1331147.5409836068	1311475.4098360655	2714754.098360656	1383606.5573770492	1750819.6721311477	2865573.7704918035	2229508.196721311	1121311.4754098363	895081.9672131147	1898360.6557377048	2475409.8360655736	1806557.3770491804	2000000.0	1485245.9016393444	1459016.393442623	1695081.967213115	1573770.4918032787	2701639.3442622954	1921311.4754098363	1904918.0327868855	1236065.5737704919	2308196.7213114756	1426229.5081967213	1832786.8852459018	2042622.950819672	1327868.8524590165	1563934.4262295084	2144262.2950819675	2278688.524590164	1478688.524590164	2836065.573770492	2504918.0327868853	2580327.868852459	1796721.31147541	2140983.606557377	1619672.131147541	2304918.0327868857	1780327.8688524591	2144262.2950819675	960655.7377049181	2701639.3442622954	1600000.0000000002	1573770.4918032787	1288524.5901639345	1990163.9344262294	1580327.868852459	2245901.6393442624	1967213.1147540985	1131147.5409836066	1711475.4098360657	2163934.4262295086	940983.606557377	1813114.754098361	1524590.1639344261	2245901.6393442624	1645901.6393442624	1862295.0819672132	1590163.9344262297	2908196.721311475	1383606.5573770492	1806557.3770491804
2045584.0455840458	1871794.871794872	2566951.5669515673	1589743.5897435897	1991452.9914529915	2743589.7435897435	1888888.888888889	2199430.1994301993	2418803.418803419	1470085.4700854702	1658119.6581196582	2042735.0427350427	2831908.831908832	1772079.772079772	3794871.794871795	1527065.5270655272	2148148.1481481483	1008547.0085470086	2461538.461538462	1940170.9401709402	2538461.5384615385	2233618.233618234	1441595.4415954417	1703703.7037037038	2216524.216524217	2937321.937321937	1544159.5441595442	2851851.8518518517	1908831.9088319088	2188034.1880341885	2706552.7065527067	1720797.7207977208	1860398.8603988604	1957264.9572649573	2207977.2079772083	2148148.1481481483	2059829.0598290598	1968660.9686609688	2387464.3874643873	1370370.3703703706	1803418.8034188035	1105413.1054131053	2547008.547008547	1498575.4985754988	2028490.0284900288	1435897.435897436	1059829.05982906	1857549.8575498576	2603988.6039886037	2487179.4871794875	1259259.2592592593	1840455.8404558406	1586894.586894587	1524216.5242165243	2962962.962962963	3056980.056980057	2997150.9971509976	1031339.0313390314	2131054.131054131	1960113.96011396	3358974.358974359	1561253.5612535612	951566.9515669516	1407407.4074074074	2188034.1880341885	1561253.5612535612	1552706.5527065527	2031339.0313390314	1920227.9202279204	1980056.9800569802	2934472.934472935	3282051.282051282	2196581.196581197	1549857.5498575498	1663817.663817664	2273504.2735042735	3082621.0826210827	2586894.5868945867	2091168.0911680912	1472934.4729344728	1094017.0940170942	1623931.623931624	1547008.5470085472	1974358.9743589745	2866096.8660968663	1575498.5754985756	1293447.2934472933	1307692.3076923077	1433048.4330484332	1649572.6495726495	1370370.3703703706	1002849.002849003	1441595.4415954417	1606837.606837607	2005698.005698006	2296296.296296296	1749287.7492877494	3094017.0940170945	1353276.3532763533	1951566.9515669516
